>EML4_ENST00000318522.9,chr2:42169350-42332548
15,74369098,74369214
16,74368728,74368880
17,74367971,74368131
18,74367696,74367864
19,74367352,74367420
20,74367045,74367107
21,74366783,74366932
22,74366459,74366620
23,74366244,74366375
24,74365893,74366018
25,74365515,74365657
26,74365075,74365241
27,74363614,74363628
28,74363294,74363427
29,74362994,74363177
30,74362650,74362729
31,74362052,74362141
32,74361154,74361636

>CEP89_ENST00000305768.9,chr19:32875925-32971991
1,32971836,32971963
2,32966360,32966466
3,32959900,32960058
4,32953615,32953801
5,32948266,32948368
6,32939857,32939885
7,32937631,32937673
8,32933451,32933669
9,32931429,32931571
10,32926934,32926984
11,32926190,32926273
12,32923439,32923542
13,32918224,32918339
14,32915337,32915517
15,32901245,32901412
16,32899857,32899998
17,32887752,32887841
18,32881844,32882013
19,32875925,32879378

>CLIP1_ENST00000302528.11,chr12:122271432-122422632
1,122380368,122380560
2,122377389,122377960
3,122363983,122364107
4,122360959,122361181
5,122355115,122355312
6,122354453,122354556
7,122352726,122352786
8,122347375,122347479
9,122340753,122341697
10,122336632,122336748
11,122334648,122334705
12,122334027,122334110
13,122332987,122333143
14,122328261,122328426
15,122327947,122328162
16,122319232,122319348
17,122316749,122316855
18,122309762,122309882
19,122288489,122288541
20,122279028,122279145
21,122278792,122278942
22,122278154,122278203
23,122274038,122274162
24,122271434,122273100

>LMNA_ENST00000368300.8,chr1:156082573-156140089
1,156114707,156115274
2,156130617,156130773
3,156134403,156134528
4,156134805,156134975
5,156135187,156135312
6,156135901,156136121
7,156136214,156136436
8,156136921,156137028
9,156137113,156137232
10,156137654,156137743
11,156138488,156138757
12,156139080,156140089

>LSM14A_ENST00000544216.7,chr19:34172504-34229515
1,34172566,34172763
2,34194478,34194641
3,34196634,34196763
4,34208929,34209051
5,34215124,34215300
6,34215596,34215661
7,34219391,34219573
8,34219706,34219877
9,34221507,34221738
10,34227365,34229515

>MYO5A_ENST00000399231.7,chr15:52307283-52529050
1,52528780,52529050
2,52433175,52433285
3,52428398,52428569
4,52425830,52425974
5,52416145,52416301
6,52410333,52410476
7,52408059,52408140
8,52407292,52407399
9,52405287,52405393
10,52397201,52397466
11,52396316,52396397
12,52391930,52392070
13,52389238,52389363
14,52387829,52387912
15,52384161,52384322
16,52383091,52383188
17,52379822,52379908
18,52379625,52379733
19,52376347,52376558
20,52375304,52375460
21,52372124,52372363
22,52370169,52370417
23,52367031,52367124
24,52364554,52364702
25,52359968,52360081
26,52353871,52354014
27,52353605,52353658
28,52351254,52351481
29,52348818,52348826
30,52346361,52346461
31,52343117,52343197
32,52340196,52340394
33,52336463,52336556
34,52330353,52330499
35,52327852,52328006
36,52323355,52323444
37,52321359,52321509
38,52319060,52319342
39,52317048,52317222
40,52314123,52314203
41,52307283,52313848

>PPFIBP1_ENST00000228425.10,chr12:27523431-27695564
1,27524256,27524365
2,27578152,27578239
3,27633362,27633460
4,27634910,27635115
5,27646062,27646148
6,27647729,27647842
7,27650010,27650141
8,27654722,27654814
9,27656616,27656730
10,27658816,27658848
11,27660884,27660945
12,27664362,27664446
13,27667166,27667320
14,27671431,27671546
15,27672427,27672483
16,27673767,27673827
17,27674192,27674221
18,27676428,27676599
19,27677064,27677096
20,27679489,27679639
21,27679933,27680061
22,27681546,27681696
23,27682387,27682498
24,27682615,27682703
25,27687385,27687507
26,27688298,27688423
27,27689015,27689203
28,27691749,27691928
29,27692591,27692656
30,27692796,27695564

>PWWP2A_ENST00000456329.7,chr5:160061801-160119423
1,160118805,160119423
2,160093101,160094065
3,160080651,160080770
4,160075882,160078168

>TP53_ENST00000269305.8,chr17:7661779-7687550
1,7687377,7687538
2,7676521,7676622
3,7676382,7676403
4,7675994,7676272
5,7675053,7675236
6,7674859,7674971
7,7674181,7674290
8,7673701,7673837
9,7673535,7673608
10,7670609,7670715
11,7668402,7669690

>ZCCHC8_ENST00000633063.1,chr12:122471600-122501073
1,122500640,122501073
2,122498827,122498867
3,122492715,122492789
4,122490462,122490567
5,122489386,122489463
6,122483460,122483563
7,122483279,122483344
8,122482635,122482695
9,122481945,122482087
10,122481522,122481664
11,122480190,122480311
12,122478206,122478292
13,122477841,122477958
14,122472899,122474275

>MYB_ENST00000341911.9,chr6:135181315-135219173
1,135181315,135181536
2,135185903,135186020
3,135187834,135187905
4,135189791,135189883
5,135190127,135190347
6,135192324,135192558
7,135193838,135193918
8,135194356,135194460
9,135195748,135196002
10,135196961,135197323
11,135198908,135199050
12,135200085,135200199
13,135200290,135200415
14,135201639,135201749
15,135203217,135203324
16,135217864,135219167

>BAIAP2L1_ENST00000005260.8,chr7:98291651-98401068
1,98400802,98401068
2,98362357,98362432
3,98355042,98355128
4,98320237,98320298
5,98320058,98320129
6,98317219,98317356
7,98315460,98315612
8,98312097,98312264
9,98310445,98310592
10,98307689,98307896
11,98306439,98306516
12,98304196,98304376
13,98294074,98294111
14,98291651,98293596

>HEY1_ENST00000354724.7,chr8:79764010-79767863
1,79767575,79767863
2,79767219,79767294
3,79767009,79767092
4,79766651,79766732
5,79764010,79765771

>NCOA2_ENST00000452400.6,chr8:70109762-70403805
1,70403700,70403805
2,70296744,70296800
3,70216660,70216764
4,70213903,70214075
5,70174756,70174859
6,70170202,70170379
7,70166566,70166754
8,70163465,70163566
9,70162711,70162854
10,70159505,70159652
11,70155971,70157240
12,70148273,70148483
13,70144642,70144848
14,70141184,70141399
15,70138203,70138332
16,70131837,70132002
17,70128702,70128980
18,70128433,70128510
19,70126813,70127047
20,70124688,70124865
21,70123884,70124082
22,70121302,70121391
23,70109762,70113643

>MLLT4_ENST00000392108.7,chr6:167826922-167972023
1,167826991,167827237
2,167864551,167864746
3,167870386,167870498
4,167872214,167872377
5,167875335,167875495
6,167880360,167880517
7,167889215,167889326
8,167890862,167891029
9,167893862,167893906
10,167896878,167896972
11,167898205,167898467
12,167902317,167902386
13,167907171,167907289
14,167911101,167911162
15,167911284,167911489
16,167914168,167914313
17,167914644,167914738
18,167915168,167915433
19,167917089,167917232
20,167918735,167918933
21,167922856,167922959
22,167925005,167925091
23,167943129,167943194
24,167943402,167943475
25,167943941,167944059
26,167946707,167946901
27,167947853,167947944
28,167948293,167948478
29,167951186,167952187
30,167962439,167964296

>RANBP2_ENST00000283195.10,chr2:108719481-108785811
1,108719481,108719678
2,108729132,108729199
3,108730774,108730885
4,108731322,108731474
5,108735532,108735762
6,108736104,108736249
7,108740489,108740681
8,108746711,108746798
9,108748920,108749129
10,108751264,108751445
11,108751528,108751703
12,108751871,108751994
13,108752998,108753159
14,108753426,108753563
15,108753825,108753971
16,108754905,108755084
17,108755176,108755259
18,108758413,108758548
19,108762101,108762195
20,108763237,108768388
21,108771701,108771871
22,108772489,108772581
23,108772868,108773046
24,108775732,108775936
25,108777130,108777231
26,108781269,108781429
27,108782128,108782401
28,108782528,108782862
29,108783596,108785811

>MBTD1_ENST00000586178.5,chr17:51177425-51260163
1,51259835,51260066
2,51259143,51259206
3,51225008,51225209
4,51220330,51220463
5,51218930,51219044
6,51217334,51217416
7,51206888,51207005
8,51203791,51203925
9,51203140,51203228
10,51202701,51202935
11,51202022,51202077
12,51201592,51201696
13,51195214,51195361
14,51193428,51193510
15,51192782,51193016
16,51192203,51192280
17,51177425,51180694

>CXorf67_ENST00000342995.3,chrX:51406915-51408843
1,51406915,51408843

>TPM4_ENST00000344824.10,chr19:16067021-16103005
1,16067507,16067738
2,16076047,16076172
3,16081913,16082046
4,16086423,16086540
5,16088027,16088097
6,16089045,16089120
7,16093536,16093598
8,16093684,16093753
9,16101264,16101790

>KLK2_ENST00000325321.7,chr19:50861568-50880567
1,50873249,50873519
2,50874721,50874880
3,50876472,50876758
4,50876872,50877008
5,50878404,50880567

>ACSL3_ENST00000357430.7,chr2:222860934-222944639
1,222860934,222861258
2,222887830,222887888
3,222900674,222900780
4,222908733,222909150
5,222916319,222916496
6,222918046,222918155
7,222919064,222919202
8,222921280,222921430
9,222922708,222922831
10,222923078,222923149
11,222924456,222924595
12,222927017,222927189
13,222928862,222928936
14,222930621,222930812
15,222933166,222933280
16,222934530,222934687
17,222941497,222944639

>AFF4_ENST00000265343.9,chr5:132875379-132963634
1,132963259,132963634
2,132937067,132937193
3,132934147,132934941
4,132932178,132932222
5,132927121,132927207
6,132904368,132904404
7,132902442,132902487
8,132899587,132899641
9,132899104,132899141
10,132898230,132898392
11,132896323,132897240
12,132893030,132893118
13,132892164,132892404
14,132889079,132889173
15,132888097,132888160
16,132887846,132887982
17,132887521,132887592
18,132886310,132886403
19,132885076,132885119
20,132883340,132883560
21,132875379,132881186

>ELK4_ENST00000357992.8,chr1:205597556-205631962
1,205631632,205631962
2,205623676,205623891
3,205619966,205620838
4,205618957,205619073
5,205607943,205616644

>NUP107_ENST00000229179.8,chr12:68686734-68745809
1,68686734,68687073
2,68688962,68689053
3,68689533,68689619
4,68690631,68690746
5,68691968,68692112
6,68696819,68696922
7,68700726,68700853
8,68702736,68702784
9,68709238,68709309
10,68710005,68710093
11,68713730,68713808
12,68715627,68715740
13,68719341,68719431
14,68719578,68719654
15,68721118,68721177
16,68721841,68721986
17,68722104,68722152
18,68725727,68725796
19,68726499,68726617
20,68727351,68727389
21,68731110,68731260
22,68731607,68731719
23,68732637,68732739
24,68733452,68733612
25,68734708,68734833
26,68735231,68735344
27,68741813,68741980
28,68742355,68745809

>LGR5_ENST00000266674.9,chr12:71439770-71586310
1,71439770,71440292
2,71504614,71504685
3,71524406,71524477
4,71535115,71535186
5,71553073,71553288
6,71556619,71556690
7,71559586,71559654
8,71561781,71561852
9,71566404,71566475
10,71566632,71566700
11,71566841,71566912
12,71571514,71571579
13,71572850,71572921
14,71577925,71577996
15,71578804,71578929
16,71580278,71580423
17,71582456,71582539
18,71583647,71586310

>YY1_ENST00000262238.8,chr14:100238298-100282792
1,100238985,100239923
2,100262304,100262466
3,100274698,100274758
4,100276490,100276648
5,100277418,100282792

>CCNB1IP1_ENST00000398169.7,chr14:20311368-20333312
1,20329174,20329380
2,20326716,20326793
3,20325539,20325653
4,20317795,20317974
5,20316227,20316560
6,20313468,20313801
7,20311370,20311752

>COX6C_ENST00000520468.6,chr8:99873200-99894062
1,99893639,99894062
2,99891908,99892052
3,99887490,99887618
4,99877866,99878265

>PRCC_ENST00000271526.8,chr1:156750610-156800817
1,156767500,156768239
2,156782282,156782329
3,156786608,156787174
4,156791697,156791792
5,156794665,156794808
6,156797276,156797341
7,156800374,156800817

>NDRG1_ENST00000414097.6,chr8:133237171-133302022
1,133296737,133297586
2,133284249,133284329
3,133280232,133280267
4,133264547,133264652
5,133262047,133262167
6,133259168,133259230
7,133258366,133258426
8,133256777,133256863
9,133254539,133254595
10,133250440,133250543
11,133248715,133248771
12,133247875,133247926
13,133246616,133246663
14,133244355,133244390
15,133242023,133242074
16,133237176,133239119

>GATM_ENST00000396659.7,chr15:45361124-45402327
1,45378385,45378793
2,45376601,45376819
3,45369326,45369521
4,45368070,45368260
5,45366371,45366508
6,45366046,45366210
7,45364797,45364860
8,45363900,45364016
9,45361124,45362221

>HACL1_ENST00000321169.9,chr3:15560704-15601852
1,15601383,15601831
2,15601090,15601194
3,15596384,15596424
4,15591600,15591680
5,15589540,15589612
6,15586525,15586602
7,15585248,15585342
8,15582877,15582989
9,15579910,15580045
10,15574977,15575082
11,15573159,15573242
12,15571668,15571769
13,15568432,15568586
14,15567844,15568002
15,15564551,15564658
16,15563358,15563544
17,15560704,15560897

>HERPUD1_ENST00000439977.6,chr16:56932048-56944863
1,56932048,56932391
2,56935235,56935312
3,56935401,56935475
4,56936687,56936817
5,56939237,56939359
6,56939895,56940245
7,56942132,56942237
8,56943126,56944863

>SND1_ENST00000354725.7,chr7:127652180-128092609
1,127652180,127652451
2,127686613,127686762
3,127694828,127694948
4,127698875,127698953
5,127701163,127701323
6,127702435,127702526
7,127703165,127703323
8,127704839,127704945
9,127707557,127707647
10,127721287,127721400
11,127807484,127807573
12,127844324,127844424
13,127887902,127888012
14,127904747,127904819
15,127929188,127929329
16,127990947,127991056
17,128074502,128074690
18,128081360,128081501
19,128084724,128084847
20,128085711,128085780
21,128086938,128087051
22,128089489,128089692
23,128091837,128091881
24,128091993,128092607

>ZSCAN30_ENST00000420878.7,chr18:35251058-35290245
1,35290084,35290232
2,35267476,35267679
3,35263945,35264455
4,35263513,35263657
5,35251068,35254381

>MEAF6_ENST00000296214.9,chr1:37492575-37514774
1,37514657,37514774
2,37513423,37513538
3,37509455,37509542
4,37509278,37509323
5,37501804,37501996
6,37495885,37495918
7,37493178,37494107

>CREBBP_ENST00000262367.9,chr16:3725054-3880726
1,3879832,3880726
2,3850297,3851009
3,3810603,3810779
4,3793386,3793626
5,3791981,3792094
6,3782684,3782926
7,3781204,3781306
8,3780732,3780878
9,3778700,3778817
10,3778011,3778182
11,3777613,3777657
12,3774569,3774693
13,3773751,3773930
14,3770570,3770986
15,3769174,3769353
16,3767720,3767909
17,3758854,3758972
18,3757809,3758048
19,3757288,3757376
20,3751726,3751806
21,3749627,3749683
22,3745277,3745354
23,3744894,3744961
24,3740399,3740549
25,3739578,3739724
26,3738559,3738672
27,3736650,3736815
28,3736036,3736203
29,3731776,3731937
30,3731192,3731473
31,3725054,3729874

>ACTB_ENST00000331789.9,chr7:5527151-5563784
1,5530524,5530709
2,5529535,5529663
3,5529161,5529400
4,5528281,5528719
5,5528004,5528185
6,5527151,5527891

>GLI1_ENST00000228682.6,chr12:57460135-57472262
1,57460138,57460201
2,57463665,57463791
3,57463999,57464091
4,57464673,57464868
5,57465111,57465255
6,57465607,57465696
7,57465788,57465925
8,57466240,57466389
9,57467333,57467497
10,57467994,57468224
11,57469431,57469698
12,57470317,57472262

>CASC5_ENST00000399668.6,chr15:40594020-40664342
1,40594249,40594392
2,40602915,40602966
3,40605110,40605149
4,40606393,40606452
5,40608847,40608908
6,40610245,40610297
7,40611478,40611511
8,40615341,40615378
9,40618959,40619011
10,40620640,40625640
11,40628070,40628208
12,40628611,40628678
13,40629273,40629371
14,40640912,40641027
15,40644997,40645087
16,40645656,40645772
17,40646987,40647074
18,40650301,40650378
19,40650544,40650583
20,40651471,40651572
21,40652005,40652105
22,40654909,40654977
23,40657042,40657151
24,40657355,40657473
25,40659339,40659461
26,40662074,40662683

>SEPT6_ENST00000343984.5,chrX:119615724-119693370
1,119693076,119693370
2,119675554,119675668
3,119663482,119663677
4,119652854,119653040
5,119649937,119650098
6,119640692,119640788
7,119637027,119637195
8,119633360,119633492
9,119629318,119629508
10,119617639,119618786

>MARK4_ENST00000262891.8,chr19:45079288-45305283
1,45251258,45251639
2,45258989,45259189
3,45263113,45263166
4,45263319,45263367
5,45264684,45264749
6,45264840,45264910
7,45266225,45266281
8,45271472,45271708
9,45277923,45278042
10,45278516,45278615
11,45280374,45280483
12,45280575,45280734
13,45287447,45287664
14,45294349,45294452
15,45297676,45297954
16,45299811,45299855
17,45302374,45303693

>ERCC2_ENST00000391945.8,chr19:45349837-45370918
1,45370536,45370618
2,45370133,45370232
3,45369070,45369147
4,45368930,45368992
5,45368630,45368743
6,45365042,45365158
7,45364838,45364954
8,45364424,45364547
9,45364235,45364331
10,45363986,45364119
11,45363743,45363911
12,45361524,45361642
13,45357630,45357699
14,45357474,45357543
15,45357270,45357371
16,45355665,45355728
17,45354730,45354851
18,45353242,45353334
19,45353083,45353155
20,45352746,45352816
21,45352506,45352649
22,45352209,45352352
23,45349837,45351721

>NCOA1_ENST00000406961.5,chr2:24491914-24770702
1,24491932,24492188
2,24564295,24564430
3,24584476,24584560
4,24643966,24644122
5,24658661,24658766
6,24665749,24665915
7,24673366,24673463
8,24682951,24683128
9,24691481,24691660
10,24693252,24693347
11,24697658,24697798
12,24705086,24705233
13,24706568,24707888
14,24710931,24711111
15,24726589,24726706
16,24728308,24728476
17,24729501,24729815
18,24739432,24739533
19,24741784,24742186
20,24751982,24752156
21,24757973,24758156
22,24762687,24762776
23,24768221,24770702

>HAS2_ENST00000303924.4,chr8:121612116-121641390
1,121640853,121641390
2,121628714,121629340
3,121617105,121617206
4,121612116,121615038

>LHFP_ENST00000379589.3,chr13:39342892-39603528
1,39602883,39603171
2,39600832,39601390
3,39378428,39378526
4,39342892,39344054

>MLLT11_ENST00000368921.4,chr1:151057758-151068497
1,151057758,151060553
2,151067219,151068497

>CARS_ENST00000397111.9,chr11:3000922-3057613
1,3057343,3057613
2,3042165,3042256
3,3040896,3040984
4,3039835,3039931
5,3039194,3039292
6,3038050,3038199
7,3029303,3029443
8,3028996,3029084
9,3026676,3026797
10,3020220,3020332
11,3019139,3019267
12,3018620,3018749
13,3018408,3018511
14,3017857,3017954
15,3017106,3017295
16,3015781,3015849
17,3012195,3012276
18,3006879,3006959
19,3005366,3005433
20,3002541,3002600
21,3001970,3002053
22,3000922,3001248

>COL1A2_ENST00000297268.10,chr7:94394561-94431232
1,94394561,94395101
2,94397748,94397758
3,94398382,94398396
4,94399049,94399084
5,94400196,94400288
6,94401567,94401620
7,94404556,94404600
8,94404693,94404746
9,94404839,94404892
10,94405199,94405252
11,94405673,94405726
12,94406250,94406303
13,94407847,94407891
14,94408183,94408236
15,94408336,94408380
16,94408770,94408823
17,94409322,94409420
18,94409564,94409608
19,94409723,94409821
20,94410242,94410295
21,94410420,94410527
22,94410889,94410942
23,94411056,94411154
24,94412068,94412121
25,94412584,94412682
26,94413083,94413136
27,94413690,94413743
28,94413894,94413947
29,94414222,94414275
30,94415226,94415270
31,94416405,94416503
32,94417724,94417831
33,94418499,94418552
34,94419498,94419551
35,94420233,94420286
36,94420391,94420444
37,94420541,94420648
38,94421009,94421062
39,94421899,94421952
40,94422957,94423118
41,94424336,94424443
42,94425117,94425224
43,94425610,94425663
44,94425750,94425857
45,94425998,94426051
46,94426423,94426530
47,94427008,94427061
48,94427188,94427295
49,94427627,94427885
50,94428293,94428477
51,94429188,94429430
52,94430247,94431232

>ESRP1_ENST00000433389.6,chr8:94641074-94707466
1,94641129,94641450
2,94641956,94642084
3,94643303,94643416
4,94646168,94646282
5,94662272,94662370
6,94662501,94662555
7,94664697,94664807
8,94664927,94665059
9,94665154,94665196
10,94667949,94668250
11,94671453,94671671
12,94674308,94674506
13,94678203,94678371
14,94692677,94692827
15,94696852,94696961
16,94705925,94707423

>NFATC2_ENST00000371564.7,chr20:51386957-51562831
1,51542370,51542719
2,51523081,51524110
3,51516784,51516955
4,51475458,51475660
5,51473980,51474152
6,51454548,51454688
7,51435706,51435761
8,51435188,51435314
9,51432067,51432756
10,51398643,51398730
11,51386957,51391451

>HIP1_ENST00000336926.10,chr7:75533300-75738962
1,75738801,75738947
2,75599184,75599247
3,75592372,75592514
4,75592056,75592112
5,75586753,75586833
6,75582075,75582151
7,75581237,75581298
8,75573761,75573901
9,75568199,75568256
10,75563188,75563263
11,75562935,75563075
12,75562073,75562170
13,75561329,75561401
14,75559732,75559915
15,75558167,75558255
16,75557654,75557770
17,75556710,75556811
18,75556026,75556169
19,75555416,75555551
20,75554440,75554526
21,75554113,75554220
22,75553453,75553589
23,75548891,75549001
24,75547755,75547813
25,75546939,75547032
26,75545088,75545188
27,75544695,75544800
28,75542851,75542974
29,75541919,75541980
30,75539323,75539431
31,75533300,75538224

>IRF2BP2_ENST00000366610.7,chr1:234604269-234609525
1,234608495,234609525
2,234604269,234607852

>CDX1_ENST00000231656.12,chr5:150166795-150184558
1,150166795,150167321
2,150182768,150182913
3,150183474,150184558

>PLXND1_ENST00000324093.8,chr3:129555175-129606818
1,129605329,129606818
2,129589351,129589527
3,129586588,129586719
4,129586172,129586272
5,129585952,129586081
6,129584385,129584562
7,129584125,129584233
8,129583567,129583669
9,129578329,129578433
10,129575766,129575855
11,129575469,129575562
12,129574336,129574490
13,129573594,129573745
14,129572842,129572941
15,129572609,129572748
16,129571677,129571844
17,129571509,129571599
18,129571040,129571303
19,129570786,129570935
20,129569843,129569957
21,129567698,129567805
22,129567492,129567604
23,129566527,129566631
24,129565887,129566017
25,129565340,129565538
26,129563094,129563240
27,129562787,129562943
28,129561800,129561903
29,129561646,129561709
30,129560689,129560723
31,129560330,129560434
32,129559620,129559783
33,129558428,129558575
34,129557083,129557223
35,129556617,129556691
36,129555175,129556428

>TMCC1_ENST00000393238.7,chr3:129647792-129893576
1,129880309,129880466
2,129832774,129832826
3,129827803,129828508
4,129670330,129671264
5,129654968,129655103
6,129647792,129651795

>SFPQ_ENST00000357214.5,chr1:35176378-35193148
1,35192222,35193148
2,35191341,35191529
3,35190694,35190995
4,35190498,35190593
5,35189186,35189382
6,35189003,35189087
7,35187973,35188090
8,35187203,35187251
9,35187001,35187122
10,35182932,35184593

>ZC3H7B_ENST00000352645.4,chr22:41301522-41360147
1,41301522,41301772
2,41320655,41320713
3,41325564,41325597
4,41325721,41325918
5,41327206,41327364
6,41330023,41330103
7,41332171,41332227
8,41338313,41338355
9,41339001,41339191
10,41339816,41340137
11,41341088,41341146
12,41342529,41342628
13,41343415,41343576
14,41346003,41346208
15,41348067,41348167
16,41349120,41349301
17,41351561,41351646
18,41355469,41355602
19,41355757,41355862
20,41355954,41356062
21,41356343,41356476
22,41356645,41356808
23,41357177,41360147

>BCOR_ENST00000378444.8,chrX:40049815-40177329
1,40097215,40097403
2,40077844,40077969
3,40076454,40076532
4,40072349,40075180
5,40071637,40071690
6,40070973,40071159
7,40064336,40064599
8,40063608,40063952
9,40062746,40063071
10,40062139,40062393
11,40057155,40057321
12,40055368,40055513
13,40054256,40054333
14,40053886,40054042
15,40051248,40052400

>BRD3_ENST00000303407.11,chr9:134030305-134068535
1,134067945,134068017
2,134053265,134053590
3,134052306,134052443
4,134051562,134051709
5,134050374,134050588
6,134048083,134048454
7,134045293,134045421
8,134041760,134041951
9,134040034,134040269
10,134036032,134036324
11,134034701,134034829
12,134030305,134033705

>EP300_ENST00000263253.8,chr22:41091786-41180079
1,41091786,41093098
2,41117187,41117821
3,41125864,41126040
4,41127487,41127748
5,41129890,41130003
6,41131388,41131633
7,41135813,41135906
8,41137653,41137790
9,41140140,41140257
10,41141048,41141222
11,41146739,41146816
12,41147837,41147946
13,41149038,41149175
14,41149761,41150198
15,41151833,41152012
16,41152206,41152350
17,41154995,41155113
18,41157169,41157408
19,41158412,41158500
20,41160642,41160722
21,41162723,41162779
22,41164053,41164130
23,41166599,41166666
24,41168449,41168599
25,41168721,41168867
26,41169503,41169616
27,41170406,41170571
28,41172499,41172663
29,41173623,41173784
30,41176247,41176528
31,41176773,41180079

>TET1_ENST00000373644.4,chr10:68560656-68694482
1,68560656,68560742
2,68572217,68574252
3,68600981,68601034
4,68644698,68647005
5,68651846,68651936
6,68652501,68652594
7,68667045,68667256
8,68672895,68673045
9,68681399,68681488
10,68682836,68682973
11,68686356,68686707
12,68690808,68694482

>NONO_ENST00000473525.1,chrX:71283192-71301168
1,71296861,71297047
2,71297377,71297461
3,71297836,71298508
4,71298707,71298816
5,71299942,71300316

>PAX5_ENST00000358127.8,chr9:36833275-37034185
1,37033986,37034185
2,37020636,37020801
3,37014997,37015194
4,37006473,37006537
5,37002648,37002776
6,36966549,36966724
7,36923355,36923484
8,36882004,36882105
9,36846843,36846929
10,36833275,36840636

>ACBD6_ENST00000367595.3,chr1:180269653-180502954
1,180502045,180502954
2,180495461,180495525
3,180492269,180492365
4,180430180,180430262
5,180413366,180413471
6,180397516,180397605
7,180314692,180314722
8,180288230,180288517

>RRP15_ENST00000366932.3,chr1:218285287-218337983
1,218285287,218285455
2,218302294,218302559
3,218305028,218305125
4,218307431,218307632
5,218330948,218337983

>AGPAT5_ENST00000285518.10,chr8:6708357-6759666
1,6708357,6708887
2,6724870,6724939
3,6730711,6730826
4,6732561,6732650
5,6741661,6741751
6,6747670,6747828
7,6755051,6755174
8,6757163,6759666

>MCPH1_ENST00000344683.9,chr8:6406592-6648504
1,6406592,6406689
2,6409279,6409370
3,6414765,6414883
4,6431499,6431586
5,6436048,6436162
6,6438953,6439096
7,6442067,6442156
8,6444393,6445547
9,6455143,6455252
10,6477594,6477631
11,6480714,6480876
12,6499852,6499929
13,6621454,6621691
14,6642994,6648504

>ARFIP1_ENST00000451320.6,chr4:152687727-152918463
1,152779937,152780091
2,152829625,152829726
3,152863606,152863714
4,152870753,152870848
5,152872452,152872564
6,152880963,152881184
7,152882723,152882880
8,152888133,152888307
9,152910064,152912357

>FHDC1_ENST00000511601.5,chr4:152936352-152979696
1,152936352,152936409
2,152942928,152943555
3,152953499,152953560
4,152954217,152954319
5,152960565,152960650
6,152960744,152960844
7,152962814,152962884
8,152963023,152963130
9,152964905,152964975
10,152967980,152968097
11,152972377,152972541
12,152974675,152979686

>ATG4C_ENST00000317868.8,chr1:62784135-62865513
1,62784135,62784273
2,62803719,62803862
3,62805172,62805255
4,62816575,62816808
5,62819005,62819335
6,62821139,62821209
7,62829040,62829176
8,62834038,62834116
9,62834776,62834852
10,62841428,62841547
11,62863992,62865513

>FBXO38_ENST00000394370.7,chr5:148383935-148442836
1,148384002,148384039
2,148394714,148394904
3,148398999,148399132
4,148401982,148402145
5,148402348,148402513
6,148404685,148404822
7,148406257,148406394
8,148409124,148409217
9,148410635,148410765
10,148414136,148414306
11,148415928,148416070
12,148416994,148417204
13,148423998,148424117
14,148425522,148425701
15,148427213,148427722
16,148433424,148433524
17,148433635,148433737
18,148438332,148438498
19,148439647,148439792
20,148440424,148440527
21,148441124,148441237
22,148441969,148442836

>BBS9_ENST00000350941.7,chr7:33129244-33606068
1,33129540,33130041
2,33146242,33146364
3,33152701,33152851
4,33155638,33155702
5,33177478,33177591
6,33257236,33257410
7,33264290,33264374
8,33273012,33273195
9,33273827,33273956
10,33336441,33336622
11,33340897,33340973
12,33344581,33344634
13,33349068,33349170
14,33357855,33357995
15,33367767,33367862
16,33383666,33383838
17,33387992,33388144
18,33505463,33505645
19,33533954,33534176
20,33604865,33604975
21,33605195,33606068

>PKD1L1_ENST00000289672.6,chr7:47774652-47948491
1,47948397,47948491
2,47943396,47943511
3,47940193,47940317
4,47936846,47936958
5,47931936,47932056
6,47931104,47931321
7,47929204,47929526
8,47915432,47915599
9,47908077,47908250
10,47905843,47905962
11,47905157,47905325
12,47904378,47904617
13,47902379,47902511
14,47897988,47898194
15,47893878,47894059
16,47890542,47890763
17,47887990,47888150
18,47885686,47886054
19,47884598,47884657
20,47881909,47882085
21,47880728,47880805
22,47877489,47877631
23,47876097,47876217
24,47873899,47874010
25,47866419,47866614
26,47865216,47865272
27,47858673,47858885
28,47857605,47857832
29,47855155,47855265
30,47854882,47855039
31,47853127,47853227
32,47846879,47847071
33,47844995,47845078
34,47842962,47843169
35,47840461,47840567
36,47839446,47839662
37,47836921,47837094
38,47835133,47835243
39,47834967,47835039
40,47834339,47834385
41,47833090,47833252
42,47831217,47831352
43,47830040,47830124
44,47829425,47829601
45,47827350,47827468
46,47821076,47821186
47,47815334,47815457
48,47813931,47814014
49,47813121,47813293
50,47811817,47812051
51,47809473,47809577
52,47808247,47808387
53,47803210,47803344
54,47800649,47800879
55,47795989,47796150
56,47792627,47792797
57,47774652,47775166

>CANT1_ENST00000392446.9,chr17:78991717-79009867
1,79009664,79009730
2,78997840,78997963
3,78996992,78997644
4,78995018,78995221
5,78991717,78993920

>FOXO4_ENST00000374259.7,chrX:71096197-71103535
1,71096197,71096981
2,71100684,71101740
3,71102077,71103535

>CTAGE5_ENST00000341749.7,chr14:39265284-39388513
1,39265292,39265421
2,39276934,39277065
3,39279337,39279358
4,39279449,39279537
5,39291019,39291096
6,39293271,39293381
7,39294000,39294071
8,39294925,39295029
9,39299864,39299986
10,39302129,39302249
11,39303478,39303524
